id,State,Year,National Rank,Female Senate Democrats,Female Senate Republicans,Female Senate Independents,Female Senate Other,Female Senate Total,Total Senate Members,Female House Democrats,Female House Republicans,Female House Independents,Female House Other,Female House Total,Total House Members,Total Females in Legislature,Total Legislature Members,Percentage of Females in Legislature
1084,North Dakota,1998.0,39.0,2.0,4.0,0.0,0.0,6.0,49.0,7.0,11.0,0.0,0.0,18.0,98.0,24.0,147.0,16.3
1085,Ohio,1998.0,25.0,3.0,5.0,0.0,0.0,8.0,33.0,7.0,14.0,0.0,0.0,21.0,99.0,29.0,132.0,22.0
1086,Oklahoma,1998.0,48.0,4.0,2.0,0.0,0.0,6.0,48.0,6.0,3.0,0.0,0.0,9.0,101.0,15.0,149.0,10.1
1087,Oregon,1998.0,17.0,5.0,4.0,0.0,0.0,9.0,30.0,8.0,6.0,0.0,0.0,14.0,60.0,23.0,90.0,25.6
1088,Pennsylvania,1998.0,46.0,3.0,3.0,0.0,0.0,6.0,50.0,12.0,13.0,0.0,0.0,25.0,203.0,31.0,253.0,12.3
1089,Rhode Island,1998.0,13.0,8.0,3.0,0.0,0.0,11.0,50.0,22.0,6.0,0.0,0.0,28.0,100.0,39.0,150.0,26.0
1090,South Carolina,1998.0,44.0,2.0,1.0,0.0,0.0,3.0,46.0,8.0,11.0,0.0,0.0,19.0,124.0,22.0,170.0,12.9
1091,South Dakota,1998.0,32.0,2.0,3.0,0.0,0.0,5.0,35.0,5.0,8.0,0.0,0.0,13.0,70.0,18.0,105.0,17.1
1092,Tennessee,1998.0,42.0,3.0,0.0,0.0,0.0,3.0,33.0,12.0,3.0,0.0,0.0,15.0,99.0,18.0,132.0,13.6
1093,Texas,1998.0,30.0,1.0,2.0,0.0,0.0,3.0,31.0,19.0,11.0,0.0,0.0,30.0,150.0,33.0,181.0,18.2
1094,Utah,1998.0,38.0,1.0,0.0,0.0,0.0,1.0,29.0,6.0,10.0,0.0,0.0,16.0,75.0,17.0,104.0,16.3
1095,Vermont,1998.0,4.0,10.0,2.0,0.0,0.0,12.0,30.0,34.0,14.0,0.0,0.0,48.0,150.0,60.0,180.0,33.3
1096,Virginia,1998.0,40.0,6.0,1.0,0.0,0.0,7.0,40.0,8.0,6.0,0.0,0.0,14.0,100.0,21.0,140.0,15.0
1097,Washington,1998.0,1.0,16.0,7.0,0.0,0.0,23.0,49.0,20.0,15.0,0.0,0.0,35.0,98.0,58.0,147.0,39.5
1098,West Virginia,1998.0,41.0,2.0,2.0,0.0,0.0,4.0,34.0,11.0,5.0,0.0,0.0,16.0,100.0,20.0,134.0,14.9
1099,Wisconsin,1998.0,20.0,3.0,7.0,0.0,0.0,10.0,33.0,13.0,8.0,0.0,0.0,21.0,99.0,31.0,132.0,23.5
1100,Wyoming,1998.0,31.0,2.0,2.0,0.0,0.0,4.0,30.0,6.0,6.0,0.0,0.0,12.0,60.0,16.0,90.0,17.8
1101,Alabama,1997.0,50.0,2.0,0.0,0.0,0.0,2.0,35.0,4.0,0.0,0.0,0.0,4.0,105.0,6.0,140.0,4.3
1102,Alaska,1997.0,43.0,1.0,0.0,2.0,0.0,3.0,20.0,1.0,4.0,0.0,0.0,5.0,40.0,8.0,60.0,13.3
1103,Arizona,1997.0,2.0,4.0,4.0,0.0,0.0,8.0,30.0,9.0,17.0,0.0,0.0,26.0,60.0,34.0,90.0,37.8
1104,Arkansas,1997.0,35.0,0.0,1.0,0.0,0.0,1.0,35.0,20.0,2.0,0.0,0.0,22.0,100.0,23.0,135.0,17.0
1105,California,1997.0,24.0,6.0,1.0,0.0,0.0,7.0,40.0,17.0,3.0,0.0,0.0,20.0,80.0,27.0,120.0,22.5
1106,Colorado,1997.0,3.0,5.0,5.0,0.0,0.0,10.0,35.0,10.0,15.0,0.0,0.0,25.0,65.0,35.0,100.0,35.0
1107,Connecticut,1997.0,10.0,5.0,4.0,0.0,0.0,9.0,36.0,32.0,13.0,0.0,0.0,45.0,151.0,54.0,187.0,28.9
1108,Deleware,1997.0,15.0,3.0,4.0,0.0,0.0,7.0,21.0,2.0,7.0,0.0,0.0,9.0,41.0,16.0,62.0,25.8
1109,Florida,1997.0,19.0,2.0,4.0,0.0,0.0,6.0,40.0,23.0,9.0,0.0,0.0,32.0,120.0,38.0,160.0,23.8
1110,Georgia,1997.0,36.0,6.0,1.0,0.0,0.0,7.0,56.0,22.0,10.0,0.0,0.0,32.0,180.0,39.0,236.0,16.5
1111,Hawaii,1997.0,33.0,5.0,0.0,0.0,0.0,5.0,25.0,5.0,3.0,0.0,0.0,8.0,51.0,13.0,76.0,17.1
1112,Idaho,1997.0,18.0,2.0,4.0,0.0,0.0,6.0,35.0,4.0,15.0,0.0,0.0,19.0,70.0,25.0,105.0,23.8
1113,Illinois,1997.0,14.0,5.0,6.0,0.0,0.0,11.0,59.0,18.0,17.0,0.0,0.0,35.0,118.0,46.0,177.0,26.0
1114,Indiana,1997.0,28.0,7.0,7.0,0.0,0.0,14.0,50.0,6.0,8.0,0.0,0.0,14.0,100.0,28.0,150.0,18.7
1115,Iowa,1997.0,26.0,5.0,7.0,0.0,0.0,12.0,50.0,10.0,10.0,0.0,0.0,20.0,100.0,32.0,150.0,21.3
1116,Kansas,1997.0,9.0,4.0,10.0,0.0,0.0,14.0,40.0,15.0,20.0,0.0,0.0,35.0,125.0,49.0,165.0,29.7
1117,Kentucky,1997.0,49.0,0.0,2.0,0.0,0.0,2.0,38.0,7.0,4.0,0.0,0.0,11.0,100.0,13.0,138.0,9.4
1118,Louisiana,1997.0,47.0,2.0,0.0,0.0,0.0,2.0,39.0,12.0,2.0,1.0,0.0,15.0,105.0,17.0,144.0,11.8
1119,Maine,1997.0,15.0,9.0,3.0,1.0,0.0,13.0,35.0,23.0,11.0,1.0,0.0,35.0,151.0,48.0,186.0,25.8
1120,Maryland,1997.0,8.0,7.0,1.0,0.0,0.0,8.0,47.0,37.0,11.0,0.0,0.0,48.0,141.0,56.0,188.0,29.8
1121,Massachusetts,1997.0,22.0,7.0,0.0,0.0,0.0,7.0,40.0,29.0,10.0,0.0,0.0,39.0,160.0,46.0,200.0,23.0
1122,Michigan,1997.0,23.0,2.0,1.0,0.0,0.0,3.0,38.0,17.0,14.0,0.0,0.0,31.0,110.0,34.0,148.0,23.0
1123,Minnesota,1997.0,6.0,14.0,8.0,0.0,0.0,22.0,67.0,26.0,14.0,0.0,0.0,40.0,134.0,62.0,201.0,30.8
1124,Mississippi,1997.0,45.0,3.0,0.0,0.0,0.0,3.0,52.0,15.0,4.0,0.0,0.0,19.0,122.0,22.0,174.0,12.6
1125,Missouri,1997.0,27.0,0.0,3.0,0.0,0.0,3.0,34.0,21.0,18.0,0.0,0.0,39.0,163.0,42.0,197.0,21.3
1126,Montana,1997.0,21.0,8.0,1.0,0.0,0.0,9.0,50.0,15.0,11.0,0.0,0.0,26.0,100.0,35.0,150.0,23.3
1127,Nebraska*,1997.0,12.0,0.0,0.0,0.0,0.0,13.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,49.0,26.5
1128,Nevada,1997.0,4.0,3.0,2.0,0.0,0.0,5.0,21.0,10.0,6.0,0.0,0.0,16.0,42.0,21.0,63.0,33.3
1129,New Hampshire,1997.0,7.0,5.0,3.0,0.0,0.0,8.0,24.0,64.0,57.0,1.0,0.0,122.0,400.0,130.0,424.0,30.7
1130,New Jersey,1997.0,39.0,1.0,1.0,0.0,0.0,2.0,40.0,8.0,9.0,0.0,0.0,17.0,80.0,19.0,120.0,15.8
1131,New Mexico,1997.0,11.0,7.0,3.0,0.0,0.0,10.0,42.0,10.0,10.0,0.0,0.0,20.0,70.0,30.0,112.0,26.8
1132,New York,1997.0,29.0,7.0,1.0,0.0,0.0,8.0,61.0,22.0,9.0,0.0,0.0,31.0,150.0,39.0,211.0,18.5
1133,North Carolina,1997.0,34.0,4.0,2.0,0.0,0.0,6.0,50.0,10.0,13.0,0.0,0.0,23.0,120.0,29.0,170.0,17.1
1134,North Dakota,1997.0,38.0,2.0,4.0,0.0,0.0,6.0,49.0,7.0,11.0,0.0,0.0,18.0,98.0,24.0,147.0,16.3
1135,Ohio,1997.0,25.0,3.0,5.0,0.0,0.0,8.0,33.0,7.0,14.0,0.0,0.0,21.0,99.0,29.0,132.0,22.0
1136,Oklahoma,1997.0,48.0,4.0,2.0,0.0,0.0,6.0,48.0,6.0,3.0,0.0,0.0,9.0,101.0,15.0,149.0,10.1
1137,Oregon,1997.0,17.0,5.0,4.0,0.0,0.0,9.0,30.0,8.0,6.0,0.0,0.0,14.0,60.0,23.0,90.0,25.6
1138,Pennsylvania,1997.0,46.0,3.0,3.0,0.0,0.0,6.0,50.0,12.0,13.0,0.0,0.0,25.0,203.0,31.0,253.0,12.3
1139,Rhode Island,1997.0,13.0,8.0,3.0,0.0,0.0,11.0,50.0,22.0,6.0,0.0,0.0,28.0,100.0,39.0,150.0,26.0
1140,South Carolina,1997.0,44.0,2.0,1.0,0.0,0.0,3.0,46.0,8.0,11.0,0.0,0.0,19.0,124.0,22.0,170.0,12.9
1141,South Dakota,1997.0,32.0,2.0,3.0,0.0,0.0,5.0,35.0,5.0,8.0,0.0,0.0,13.0,70.0,18.0,105.0,17.1
1142,Tennessee,1997.0,42.0,3.0,0.0,0.0,0.0,3.0,33.0,12.0,3.0,0.0,0.0,15.0,99.0,18.0,132.0,13.6
1143,Texas,1997.0,30.0,1.0,2.0,0.0,0.0,3.0,31.0,19.0,11.0,0.0,0.0,30.0,150.0,33.0,181.0,18.2
1144,Utah,1997.0,37.0,1.0,0.0,0.0,0.0,1.0,29.0,6.0,10.0,0.0,0.0,16.0,75.0,17.0,104.0,16.3
1145,Vermont,1997.0,4.0,10.0,2.0,0.0,0.0,12.0,30.0,34.0,14.0,0.0,0.0,48.0,150.0,60.0,180.0,33.3
1146,Virginia,1997.0,40.0,6.0,1.0,0.0,0.0,7.0,40.0,10.0,4.0,0.0,0.0,14.0,100.0,21.0,140.0,15.0
1147,Washington,1997.0,1.0,16.0,7.0,0.0,0.0,23.0,49.0,20.0,15.0,0.0,0.0,35.0,98.0,58.0,147.0,39.5
1148,West Virginia,1997.0,41.0,2.0,2.0,0.0,0.0,4.0,34.0,11.0,5.0,0.0,0.0,16.0,100.0,20.0,134.0,14.9
1149,Wisconsin,1997.0,20.0,3.0,6.0,0.0,0.0,9.0,33.0,13.0,9.0,0.0,0.0,22.0,99.0,31.0,132.0,23.5
1150,Wyoming,1997.0,31.0,2.0,2.0,0.0,0.0,4.0,30.0,6.0,6.0,0.0,0.0,12.0,60.0,16.0,90.0,17.8
1151,Alabama,1996.0,50.0,1.0,0.0,0.0,0.0,1.0,35.0,4.0,0.0,0.0,0.0,4.0,105.0,5.0,140.0,3.6
1152,Alaska,1996.0,21.0,2.0,0.0,2.0,0.0,4.0,20.0,4.0,5.0,1.0,0.0,10.0,40.0,14.0,60.0,23.3
1153,Arizona,1996.0,4.0,3.0,5.0,0.0,0.0,8.0,30.0,7.0,12.0,0.0,0.0,19.0,60.0,27.0,90.0,30.0
1154,Arkansas,1996.0,43.0,0.0,1.0,0.0,0.0,1.0,35.0,14.0,2.0,0.0,0.0,16.0,100.0,17.0,135.0,12.6
1155,California,1996.0,26.0,3.0,1.0,1.0,0.0,5.0,40.0,16.0,3.0,0.0,0.0,19.0,80.0,24.0,120.0,20.0
1156,Colorado,1996.0,3.0,5.0,5.0,0.0,0.0,10.0,35.0,10.0,11.0,0.0,0.0,21.0,65.0,31.0,100.0,31.0
1157,Connecticut,1996.0,11.0,4.0,4.0,0.0,0.0,8.0,36.0,30.0,12.0,0.0,0.0,42.0,151.0,50.0,187.0,26.7
1158,Deleware,1996.0,25.0,2.0,4.0,0.0,0.0,6.0,21.0,0.0,7.0,0.0,0.0,7.0,41.0,13.0,62.0,21.0
1159,Florida,1996.0,30.0,3.0,3.0,0.0,0.0,6.0,40.0,20.0,5.0,0.0,0.0,25.0,120.0,31.0,160.0,19.4
1160,Georgia,1996.0,32.0,6.0,2.0,0.0,0.0,8.0,56.0,23.0,12.0,0.0,0.0,35.0,180.0,43.0,236.0,18.2
1161,Hawaii,1996.0,29.0,5.0,0.0,0.0,0.0,5.0,25.0,6.0,4.0,0.0,0.0,10.0,51.0,15.0,76.0,19.7
1162,Idaho,1996.0,10.0,4.0,3.0,0.0,0.0,7.0,35.0,5.0,17.0,0.0,0.0,22.0,70.0,29.0,105.0,27.6
1163,Illinois,1996.0,21.0,5.0,5.0,0.0,0.0,10.0,59.0,15.0,16.0,0.0,0.0,31.0,118.0,41.0,177.0,23.2
1164,Indiana,1996.0,23.0,7.0,7.0,0.0,0.0,14.0,50.0,6.0,13.0,0.0,0.0,19.0,100.0,33.0,150.0,22.0
1165,Iowa,1996.0,35.0,4.0,6.0,0.0,0.0,10.0,50.0,7.0,10.0,0.0,0.0,17.0,100.0,27.0,150.0,18.0
1166,Kansas,1996.0,10.0,3.0,11.0,0.0,0.0,14.0,40.0,12.0,20.0,0.0,0.0,32.0,125.0,46.0,165.0,27.9
1167,Kentucky,1996.0,49.0,0.0,2.0,0.0,0.0,2.0,38.0,5.0,4.0,0.0,0.0,9.0,100.0,11.0,138.0,8.0
1168,Louisiana,1996.0,47.0,2.0,0.0,0.0,0.0,2.0,39.0,11.0,2.0,1.0,0.0,14.0,105.0,16.0,144.0,11.1
1169,Maine,1996.0,12.0,7.0,3.0,1.0,0.0,11.0,35.0,23.0,15.0,0.0,0.0,38.0,151.0,49.0,186.0,26.3
1170,Maryland,1996.0,8.0,6.0,1.0,0.0,0.0,7.0,47.0,36.0,11.0,0.0,0.0,47.0,141.0,54.0,188.0,28.7
1171,Massachusetts,1996.0,17.0,6.0,2.0,0.0,0.0,8.0,40.0,27.0,13.0,0.0,0.0,40.0,160.0,48.0,200.0,24.0
1172,Michigan,1996.0,22.0,2.0,1.0,0.0,0.0,3.0,38.0,17.0,13.0,0.0,0.0,30.0,110.0,33.0,148.0,22.3
1173,Minnesota,1996.0,13.0,11.0,7.0,0.0,0.0,18.0,67.0,19.0,13.0,0.0,0.0,32.0,134.0,50.0,201.0,24.9
1174,Mississippi,1996.0,46.0,3.0,0.0,0.0,0.0,3.0,52.0,14.0,3.0,0.0,0.0,17.0,122.0,20.0,174.0,11.5
1175,Missouri,1996.0,28.0,0.0,3.0,0.0,0.0,3.0,34.0,18.0,18.0,0.0,0.0,36.0,163.0,39.0,197.0,19.8
1176,Montana,1996.0,17.0,7.0,2.0,0.0,0.0,9.0,50.0,11.0,16.0,0.0,0.0,27.0,100.0,36.0,150.0,24.0
1177,Nebraska*,1996.0,14.0,0.0,0.0,0.0,0.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,49.0,24.5
1178,Nevada,1996.0,2.0,2.0,3.0,0.0,0.0,5.0,21.0,9.0,8.0,0.0,0.0,17.0,42.0,22.0,63.0,34.9
1179,New Hampshire,1996.0,6.0,3.0,3.0,0.0,0.0,6.0,24.0,45.0,75.0,0.0,0.0,120.0,400.0,126.0,424.0,29.7
1180,New Jersey,1996.0,37.0,1.0,0.0,0.0,0.0,1.0,40.0,7.0,10.0,0.0,0.0,17.0,80.0,18.0,120.0,15.0
1181,New Mexico,1996.0,27.0,6.0,2.0,0.0,0.0,8.0,42.0,9.0,6.0,0.0,0.0,15.0,70.0,23.0,112.0,20.5
1182,New York,1996.0,34.0,8.0,1.0,0.0,0.0,9.0,61.0,21.0,8.0,0.0,0.0,29.0,150.0,38.0,211.0,18.0
1183,North Carolina,1996.0,36.0,3.0,3.0,0.0,0.0,6.0,50.0,7.0,15.0,0.0,0.0,22.0,120.0,28.0,170.0,16.5
1184,North Dakota,1996.0,37.0,5.0,4.0,0.0,0.0,9.0,49.0,4.0,9.0,0.0,0.0,13.0,98.0,22.0,147.0,15.0
1185,Ohio,1996.0,15.0,3.0,5.0,0.0,0.0,8.0,33.0,10.0,13.0,1.0,0.0,24.0,99.0,32.0,132.0,24.2
1186,Oklahoma,1996.0,48.0,5.0,2.0,0.0,0.0,7.0,48.0,6.0,3.0,0.0,0.0,9.0,101.0,16.0,149.0,10.7
1187,Oregon,1996.0,7.0,4.0,3.0,0.0,0.0,7.0,30.0,11.0,8.0,0.0,0.0,19.0,60.0,26.0,90.0,28.9
1188,Pennsylvania,1996.0,45.0,3.0,1.0,0.0,0.0,4.0,50.0,12.0,14.0,0.0,0.0,26.0,203.0,30.0,253.0,11.9
1189,Rhode Island,1996.0,17.0,8.0,2.0,0.0,0.0,10.0,50.0,20.0,6.0,0.0,0.0,26.0,100.0,36.0,150.0,24.0
1190,South Carolina,1996.0,44.0,2.0,1.0,0.0,0.0,3.0,46.0,8.0,10.0,0.0,0.0,18.0,124.0,21.0,170.0,12.4
1191,South Dakota,1996.0,33.0,4.0,1.0,0.0,0.0,5.0,35.0,4.0,10.0,0.0,0.0,14.0,70.0,19.0,105.0,18.1
1192,Tennessee,1996.0,42.0,2.0,1.0,0.0,0.0,3.0,33.0,11.0,4.0,0.0,0.0,15.0,99.0,18.0,132.0,13.6
1193,Texas,1996.0,31.0,2.0,2.0,0.0,0.0,4.0,31.0,18.0,11.0,0.0,0.0,29.0,150.0,33.0,181.0,18.2
1194,Utah,1996.0,41.0,1.0,0.0,0.0,0.0,1.0,29.0,4.0,10.0,0.0,0.0,14.0,75.0,15.0,104.0,14.4
1195,Vermont,1996.0,4.0,5.0,6.0,0.0,0.0,11.0,30.0,29.0,14.0,0.0,0.0,43.0,150.0,54.0,180.0,30.0
1196,Virginia,1996.0,37.0,6.0,1.0,0.0,0.0,7.0,40.0,10.0,4.0,0.0,0.0,14.0,100.0,21.0,140.0,15.0
1197,Washington,1996.0,1.0,14.0,6.0,0.0,0.0,20.0,49.0,20.0,18.0,0.0,0.0,38.0,98.0,58.0,147.0,39.5
1198,West Virginia,1996.0,38.0,3.0,2.0,0.0,0.0,5.0,34.0,10.0,5.0,0.0,0.0,15.0,100.0,20.0,134.0,14.9
1199,Wisconsin,1996.0,15.0,2.0,6.0,0.0,0.0,8.0,33.0,15.0,9.0,0.0,0.0,24.0,99.0,32.0,132.0,24.2
1200,Wyoming,1996.0,24.0,0.0,1.0,0.0,0.0,1.0,30.0,7.0,11.0,0.0,0.0,18.0,60.0,19.0,90.0,21.1
1201,Alabama,1995.0,50.0,1.0,0.0,0.0,0.0,1.0,35.0,4.0,0.0,0.0,0.0,4.0,105.0,5.0,140.0,3.6
1202,Alaska,1995.0,21.0,2.0,0.0,2.0,0.0,4.0,20.0,4.0,5.0,1.0,0.0,10.0,40.0,14.0,60.0,23.3
1203,Arizona,1995.0,4.0,3.0,5.0,0.0,0.0,8.0,30.0,7.0,12.0,0.0,0.0,19.0,60.0,27.0,90.0,30.0
1204,Arkansas,1995.0,42.0,0.0,1.0,0.0,0.0,1.0,35.0,14.0,2.0,0.0,0.0,16.0,100.0,17.0,135.0,12.6
1205,California,1995.0,26.0,3.0,1.0,1.0,0.0,5.0,40.0,16.0,4.0,0.0,0.0,20.0,80.0,25.0,120.0,20.8
1206,Colorado,1995.0,3.0,5.0,5.0,0.0,0.0,10.0,35.0,10.0,11.0,0.0,0.0,21.0,65.0,31.0,100.0,31.0
1207,Connecticut,1995.0,11.0,4.0,4.0,0.0,0.0,8.0,36.0,30.0,12.0,0.0,0.0,42.0,151.0,50.0,187.0,26.7
1208,Deleware,1995.0,25.0,2.0,4.0,0.0,0.0,6.0,21.0,0.0,7.0,0.0,0.0,7.0,41.0,13.0,62.0,21.0
1209,Florida,1995.0,30.0,3.0,3.0,0.0,0.0,6.0,40.0,20.0,5.0,0.0,0.0,25.0,120.0,31.0,160.0,19.4
1210,Georgia,1995.0,32.0,6.0,2.0,0.0,0.0,8.0,56.0,23.0,12.0,0.0,0.0,35.0,180.0,43.0,236.0,18.2
1211,Hawaii,1995.0,29.0,5.0,0.0,0.0,0.0,5.0,25.0,6.0,4.0,0.0,0.0,10.0,51.0,15.0,76.0,19.7
1212,Idaho,1995.0,10.0,4.0,3.0,0.0,0.0,7.0,35.0,5.0,17.0,0.0,0.0,22.0,70.0,29.0,105.0,27.6
1213,Illinois,1995.0,21.0,5.0,5.0,0.0,0.0,10.0,59.0,15.0,16.0,0.0,0.0,31.0,118.0,41.0,177.0,23.2
1214,Indiana,1995.0,23.0,7.0,7.0,0.0,0.0,14.0,50.0,6.0,13.0,0.0,0.0,19.0,100.0,33.0,150.0,22.0
1215,Iowa,1995.0,35.0,4.0,6.0,0.0,0.0,10.0,50.0,7.0,10.0,0.0,0.0,17.0,100.0,27.0,150.0,18.0
1216,Kansas,1995.0,10.0,3.0,11.0,0.0,0.0,14.0,40.0,12.0,20.0,0.0,0.0,32.0,125.0,46.0,165.0,27.9
1217,Kentucky,1995.0,49.0,0.0,2.0,0.0,0.0,2.0,38.0,5.0,4.0,0.0,0.0,9.0,100.0,11.0,138.0,8.0
1218,Louisiana,1995.0,48.0,2.0,0.0,0.0,0.0,2.0,39.0,10.0,2.0,0.0,0.0,12.0,105.0,14.0,144.0,9.7
1219,Maine,1995.0,12.0,7.0,3.0,1.0,0.0,11.0,35.0,22.0,15.0,0.0,0.0,37.0,151.0,48.0,186.0,25.8
1220,Maryland,1995.0,8.0,6.0,1.0,0.0,0.0,7.0,47.0,36.0,11.0,0.0,0.0,47.0,141.0,54.0,188.0,28.7
1221,Massachusetts,1995.0,17.0,6.0,2.0,0.0,0.0,8.0,40.0,27.0,13.0,0.0,0.0,40.0,160.0,48.0,200.0,24.0
1222,Michigan,1995.0,22.0,2.0,1.0,0.0,0.0,3.0,38.0,17.0,13.0,0.0,0.0,30.0,110.0,33.0,148.0,22.3
1223,Minnesota,1995.0,13.0,11.0,7.0,0.0,0.0,18.0,67.0,19.0,13.0,0.0,0.0,32.0,134.0,50.0,201.0,24.9
1224,Mississippi,1995.0,45.0,3.0,1.0,0.0,0.0,4.0,52.0,14.0,2.0,0.0,0.0,16.0,122.0,20.0,174.0,11.5
1225,Missouri,1995.0,28.0,0.0,3.0,0.0,0.0,3.0,34.0,18.0,18.0,0.0,0.0,36.0,163.0,39.0,197.0,19.8
1226,Montana,1995.0,17.0,7.0,2.0,0.0,0.0,9.0,50.0,11.0,16.0,0.0,0.0,27.0,100.0,36.0,150.0,24.0
1227,Nebraska*,1995.0,14.0,0.0,0.0,0.0,0.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,49.0,24.5
1228,Nevada,1995.0,2.0,2.0,3.0,0.0,0.0,5.0,21.0,9.0,8.0,0.0,0.0,17.0,42.0,22.0,63.0,34.9
1229,New Hampshire,1995.0,6.0,3.0,3.0,0.0,0.0,6.0,24.0,45.0,75.0,0.0,0.0,120.0,400.0,126.0,424.0,29.7
1230,New Jersey,1995.0,41.0,1.0,0.0,0.0,0.0,1.0,40.0,6.0,9.0,0.0,0.0,15.0,80.0,16.0,120.0,13.3
1231,New Mexico,1995.0,27.0,6.0,2.0,0.0,0.0,8.0,42.0,9.0,6.0,0.0,0.0,15.0,170.0,23.0,112.0,20.5
1232,New York,1995.0,34.0,8.0,1.0,0.0,0.0,9.0,61.0,21.0,8.0,0.0,0.0,29.0,150.0,38.0,211.0,18.0
1233,North Carolina,1995.0,36.0,3.0,3.0,0.0,0.0,6.0,50.0,7.0,15.0,0.0,0.0,22.0,120.0,28.0,170.0,16.5
1234,North Dakota,1995.0,37.0,5.0,4.0,0.0,0.0,9.0,49.0,4.0,9.0,0.0,0.0,13.0,98.0,22.0,147.0,15.0
1235,Ohio,1995.0,15.0,3.0,5.0,0.0,0.0,8.0,33.0,10.0,13.0,1.0,0.0,24.0,99.0,32.0,132.0,24.2
1236,Oklahoma,1995.0,47.0,5.0,2.0,0.0,0.0,7.0,48.0,6.0,3.0,0.0,0.0,9.0,101.0,16.0,149.0,10.7
1237,Oregon,1995.0,7.0,4.0,3.0,0.0,0.0,7.0,30.0,11.0,8.0,0.0,0.0,19.0,60.0,26.0,90.0,28.9
1238,Pennsylvania,1995.0,44.0,3.0,1.0,0.0,0.0,4.0,50.0,12.0,14.0,0.0,0.0,26.0,203.0,30.0,253.0,11.9
1239,Rhode Island,1995.0,17.0,8.0,2.0,0.0,0.0,10.0,50.0,20.0,6.0,0.0,0.0,26.0,100.0,36.0,150.0,24.0
1240,South Carolina,1995.0,43.0,2.0,1.0,0.0,0.0,3.0,46.0,8.0,10.0,0.0,0.0,18.0,124.0,21.0,170.0,12.4
1241,South Dakota,1995.0,33.0,4.0,1.0,0.0,0.0,5.0,35.0,4.0,10.0,0.0,0.0,14.0,70.0,19.0,105.0,18.1
1242,Tennessee,1995.0,40.0,2.0,1.0,0.0,0.0,3.0,33.0,11.0,4.0,0.0,0.0,15.0,99.0,18.0,132.0,13.6
1243,Texas,1995.0,31.0,2.0,2.0,0.0,0.0,4.0,31.0,18.0,11.0,0.0,0.0,29.0,150.0,33.0,181.0,18.2
1244,Utah,1995.0,39.0,1.0,0.0,0.0,0.0,1.0,29.0,4.0,10.0,0.0,0.0,14.0,75.0,15.0,104.0,14.4
1245,Vermont,1995.0,4.0,5.0,6.0,0.0,0.0,11.0,30.0,29.0,14.0,0.0,0.0,43.0,150.0,54.0,180.0,30.0
1246,Virginia,1995.0,46.0,3.0,1.0,0.0,0.0,4.0,40.0,9.0,3.0,0.0,0.0,12.0,100.0,16.0,140.0,11.4
1247,Washington,1995.0,1.0,14.0,6.0,0.0,0.0,20.0,49.0,20.0,18.0,0.0,0.0,38.0,98.0,58.0,147.0,39.5
1248,West Virginia,1995.0,38.0,3.0,2.0,0.0,0.0,5.0,34.0,10.0,5.0,0.0,0.0,15.0,100.0,20.0,134.0,14.9
1249,Wisconsin,1995.0,15.0,2.0,6.0,0.0,0.0,8.0,33.0,15.0,9.0,0.0,0.0,24.0,99.0,32.0,132.0,24.2
1250,Wyoming,1995.0,24.0,0.0,1.0,0.0,0.0,1.0,30.0,7.0,11.0,0.0,0.0,18.0,60.0,19.0,90.0,21.1
1251,Alabama,1994.0,50.0,1.0,1.0,0.0,0.0,2.0,35.0,6.0,0.0,0.0,0.0,6.0,105.0,8.0,140.0,5.7
1252,Alaska,1994.0,23.0,3.0,0.0,1.0,0.0,4.0,20.0,5.0,4.0,0.0,0.0,9.0,40.0,13.0,60.0,21.7
1253,Arizona,1994.0,3.0,3.0,6.0,0.0,0.0,9.0,30.0,9.0,12.0,0.0,0.0,21.0,60.0,30.0,90.0,33.3
1254,Arkansas,1994.0,45.0,1.0,0.0,0.0,0.0,1.0,35.0,11.0,3.0,0.0,0.0,14.0,100.0,15.0,135.0,11.1
1255,California,1994.0,19.0,2.0,2.0,1.0,0.0,5.0,40.0,19.0,5.0,0.0,0.0,24.0,80.0,29.0,120.0,24.2
1256,Colorado,1994.0,2.0,4.0,5.0,0.0,0.0,9.0,35.0,15.0,11.0,0.0,0.0,26.0,65.0,35.0,100.0,35.0
1257,Connecticut,1994.0,11.0,4.0,4.0,0.0,0.0,8.0,36.0,29.0,12.0,0.0,0.0,41.0,151.0,49.0,187.0,26.2
1258,Deleware,1994.0,36.0,3.0,1.0,0.0,0.0,4.0,21.0,2.0,4.0,0.0,0.0,6.0,41.0,10.0,62.0,16.1
1259,Florida,1994.0,31.0,4.0,2.0,0.0,0.0,6.0,40.0,17.0,6.0,0.0,0.0,23.0,120.0,29.0,160.0,18.1
1260,Georgia,1994.0,33.0,4.0,2.0,0.0,0.0,6.0,56.0,23.0,12.0,0.0,0.0,35.0,180.0,41.0,236.0,17.4
1261,Hawaii,1994.0,14.0,7.0,1.0,0.0,0.0,8.0,25.0,9.0,2.0,0.0,0.0,11.0,51.0,19.0,76.0,25.0
1262,Idaho,1994.0,7.0,6.0,3.0,0.0,0.0,9.0,35.0,5.0,17.0,0.0,0.0,22.0,70.0,31.0,105.0,29.5
